,Unnamed: 0,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Year,Month,Date,Day_of_Week,Part_of_Day
6353,6353,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,2021-03-26 12:21:00,photo,veganism,negative,12,2021,March,26,Friday,Afternoon
6354,6354,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,2020-09-11 05:24:00,photo,veganism,positive,60,2020,September,11,Friday,Morning
6355,6355,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,2021-02-27 20:58:00,photo,veganism,negative,5,2021,February,27,Saturday,Evening
6356,6356,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,2021-03-30 17:05:00,photo,veganism,negative,10,2021,March,30,Tuesday,Evening
6357,6357,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,2021-01-28 15:11:00,photo,veganism,neutral,20,2021,January,28,Thursday,Afternoon
6358,6358,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,2021-04-28 07:55:00,photo,veganism,neutral,35,2021,April,28,Wednesday,Morning
6359,6359,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2021-03-15 20:57:00,photo,veganism,positive,50,2021,March,15,Monday,Evening
6360,6360,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,2020-06-20 15:49:00,photo,veganism,positive,45,2020,June,20,Saturday,Afternoon
6361,6361,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,2021-02-06 04:36:00,photo,veganism,positive,45,2021,February,6,Saturday,Night
6362,6362,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,2020-09-12 10:42:00,photo,veganism,positive,75,2020,September,12,Saturday,Morning
6363,6363,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2021-05-11 22:27:00,photo,veganism,positive,30,2021,May,11,Tuesday,Night
6364,6364,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,love,2020-12-11 03:03:00,photo,veganism,positive,65,2020,December,11,Friday,Night
6365,6365,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2021-01-15 07:24:00,photo,veganism,positive,30,2021,January,15,Friday,Morning
6366,6366,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,2020-10-09 01:43:00,photo,veganism,positive,70,2020,October,9,Friday,Night
6367,6367,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,2021-03-15 04:29:00,photo,veganism,positive,60,2021,March,15,Monday,Night
6368,6368,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2020-12-17 16:24:00,photo,veganism,positive,50,2020,December,17,Thursday,Afternoon
6369,6369,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,2020-11-03 02:39:00,photo,veganism,negative,12,2020,November,3,Tuesday,Night
6370,6370,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,2020-10-22 03:45:00,photo,veganism,positive,75,2020,October,22,Thursday,Night
6371,6371,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,disgust,2021-03-17 08:16:00,photo,veganism,negative,0,2021,March,17,Wednesday,Morning
6372,6372,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,2021-05-02 01:38:00,photo,veganism,positive,75,2021,May,2,Sunday,Night
6373,6373,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,2020-10-14 05:22:00,photo,veganism,neutral,20,2020,October,14,Wednesday,Morning
6374,6374,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,2020-12-24 15:48:00,photo,veganism,neutral,20,2020,December,24,Thursday,Afternoon
6375,6375,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,2020-06-25 17:21:00,photo,veganism,positive,72,2020,June,25,Thursday,Evening
6376,6376,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2021-05-31 11:38:00,photo,veganism,positive,50,2021,May,31,Monday,Morning
6377,6377,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,2020-09-01 18:06:00,photo,veganism,neutral,35,2020,September,1,Tuesday,Evening
6378,6378,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,2020-07-22 09:05:00,photo,veganism,positive,72,2020,July,22,Wednesday,Morning
6379,6379,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,want,2020-06-30 21:34:00,photo,veganism,positive,70,2020,June,30,Tuesday,Night
6380,6380,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2020-12-15 22:29:00,photo,veganism,positive,50,2020,December,15,Tuesday,Night
6381,6381,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,2021-02-17 11:34:00,photo,veganism,positive,72,2021,February,17,Wednesday,Morning
6382,6382,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,2021-04-13 06:44:00,photo,veganism,positive,60,2021,April,13,Tuesday,Morning
6383,6383,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,2021-01-11 15:21:00,photo,veganism,positive,70,2021,January,11,Monday,Afternoon
6384,6384,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2020-10-05 14:26:00,photo,veganism,positive,30,2020,October,5,Monday,Afternoon
6385,6385,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,2020-10-01 19:36:00,photo,veganism,positive,60,2020,October,1,Thursday,Evening
6386,6386,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,2021-05-11 04:02:00,photo,veganism,negative,5,2021,May,11,Tuesday,Night
6387,6387,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,2021-02-25 00:00:00,photo,veganism,positive,50,2021,February,25,Thursday,Night
6388,6388,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,scared,2020-08-27 09:56:00,photo,veganism,negative,15,2020,August,27,Thursday,Morning
6389,6389,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,want,2020-06-22 16:50:00,photo,veganism,positive,70,2020,June,22,Monday,Afternoon
6390,6390,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,2020-06-27 05:59:00,photo,veganism,positive,70,2020,June,27,Saturday,Morning
6391,6391,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,2021-01-01 03:32:00,photo,veganism,neutral,35,2021,January,1,Friday,Night
6392,6392,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,2020-08-19 01:21:00,photo,veganism,negative,10,2020,August,19,Wednesday,Night
6393,6393,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,2020-09-21 08:38:00,photo,veganism,positive,30,2020,September,21,Monday,Morning
6394,6394,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,2021-04-24 20:14:00,photo,veganism,positive,45,2021,April,24,Saturday,Evening
6395,6395,637f80dd-2d70-4658-ba5f-8d909b050781,interested,2020-07-14 10:38:00,video,studying,positive,30,2020,July,14,Tuesday,Morning
6396,6396,637f80dd-2d70-4658-ba5f-8d909b050781,interested,2020-09-18 11:23:00,video,studying,positive,30,2020,September,18,Friday,Morning
6397,6397,cb807d6e-079e-417e-adfc-759df6eddfa2,scared,2020-10-24 02:47:00,GIF,veganism,negative,15,2020,October,24,Saturday,Night
6398,6398,cb807d6e-079e-417e-adfc-759df6eddfa2,want,2020-09-10 15:17:00,GIF,veganism,positive,70,2020,September,10,Thursday,Afternoon
6399,6399,cb807d6e-079e-417e-adfc-759df6eddfa2,heart,2021-03-04 21:51:00,GIF,veganism,positive,60,2021,March,4,Thursday,Night
6400,6400,cb807d6e-079e-417e-adfc-759df6eddfa2,want,2020-12-25 16:58:00,GIF,veganism,positive,70,2020,December,25,Friday,Afternoon
6401,6401,cb807d6e-079e-417e-adfc-759df6eddfa2,indifferent,2020-11-02 06:02:00,GIF,veganism,neutral,20,2020,November,2,Monday,Morning
6402,6402,cb807d6e-079e-417e-adfc-759df6eddfa2,cherish,2021-02-08 05:22:00,GIF,veganism,positive,70,2021,February,8,Monday,Morning
6403,6403,cb807d6e-079e-417e-adfc-759df6eddfa2,love,2021-01-17 17:53:00,GIF,veganism,positive,65,2021,January,17,Sunday,Evening
6404,6404,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,2021-02-10 18:37:00,photo,education,negative,10,2021,February,10,Wednesday,Evening
6405,6405,227a8c57-e5a0-46a8-999d-fcdea42c0905,heart,2021-03-23 04:24:00,photo,education,positive,60,2021,March,23,Tuesday,Night
6406,6406,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,2020-08-09 19:02:00,photo,education,negative,10,2020,August,9,Sunday,Evening
6407,6407,227a8c57-e5a0-46a8-999d-fcdea42c0905,scared,2020-12-13 09:56:00,photo,education,negative,15,2020,December,13,Sunday,Morning
6408,6408,227a8c57-e5a0-46a8-999d-fcdea42c0905,interested,2021-05-22 08:32:00,photo,education,positive,30,2021,May,22,Saturday,Morning
6409,6409,227a8c57-e5a0-46a8-999d-fcdea42c0905,hate,2021-03-01 22:52:00,photo,education,negative,5,2021,March,1,Monday,Night
6410,6410,227a8c57-e5a0-46a8-999d-fcdea42c0905,super love,2020-07-05 13:06:00,photo,education,positive,75,2020,July,5,Sunday,Afternoon
6411,6411,227a8c57-e5a0-46a8-999d-fcdea42c0905,want,2021-05-03 20:01:00,photo,education,positive,70,2021,May,3,Monday,Evening
6412,6412,227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,2021-05-17 03:44:00,photo,education,positive,45,2021,May,17,Monday,Night
6413,6413,227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,2020-07-20 13:48:00,photo,education,positive,45,2020,July,20,Monday,Afternoon
6414,6414,227a8c57-e5a0-46a8-999d-fcdea42c0905,like,2020-07-20 22:44:00,photo,education,positive,50,2020,July,20,Monday,Night
6415,6415,227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,2020-09-18 22:01:00,photo,education,negative,10,2020,September,18,Friday,Night
6416,6416,227a8c57-e5a0-46a8-999d-fcdea42c0905,interested,2020-08-24 05:43:00,photo,education,positive,30,2020,August,24,Monday,Morning
6417,6417,227a8c57-e5a0-46a8-999d-fcdea42c0905,love,2021-01-03 10:39:00,photo,education,positive,65,2021,January,3,Sunday,Morning
6418,6418,227a8c57-e5a0-46a8-999d-fcdea42c0905,want,2020-08-13 23:12:00,photo,education,positive,70,2020,August,13,Thursday,Night
6419,6419,227a8c57-e5a0-46a8-999d-fcdea42c0905,cherish,2020-10-30 00:56:00,photo,education,positive,70,2020,October,30,Friday,Night
6420,6420,227a8c57-e5a0-46a8-999d-fcdea42c0905,peeking,2020-11-14 22:10:00,photo,education,neutral,35,2020,November,14,Saturday,Night
6421,6421,227a8c57-e5a0-46a8-999d-fcdea42c0905,heart,2021-04-27 05:55:00,photo,education,positive,60,2021,April,27,Tuesday,Morning
6422,6422,227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,2020-11-23 03:22:00,photo,education,positive,45,2020,November,23,Monday,Night
6423,6423,227a8c57-e5a0-46a8-999d-fcdea42c0905,worried,2021-02-10 02:17:00,photo,education,negative,12,2021,February,10,Wednesday,Night
6424,6424,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,cherish,2021-03-22 03:30:00,video,public speaking,positive,70,2021,March,22,Monday,Night
6425,6425,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,2020-11-01 11:56:00,video,public speaking,neutral,20,2020,November,1,Sunday,Morning
6426,6426,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,hate,2021-06-09 11:48:00,video,public speaking,negative,5,2021,June,9,Wednesday,Morning
6427,6427,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,2020-11-09 17:24:00,video,public speaking,positive,45,2020,November,9,Monday,Evening
6428,6428,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,2020-09-22 21:53:00,video,public speaking,negative,0,2020,September,22,Tuesday,Night
6429,6429,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,super love,2020-06-23 07:23:00,video,public speaking,positive,75,2020,June,23,Tuesday,Morning
6430,6430,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,2021-01-24 21:43:00,video,public speaking,positive,72,2021,January,24,Sunday,Night
6431,6431,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,love,2021-02-20 04:17:00,video,public speaking,positive,65,2021,February,20,Saturday,Night
6432,6432,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,2021-03-27 09:53:00,video,public speaking,negative,15,2021,March,27,Saturday,Morning
6433,6433,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,super love,2021-02-27 14:07:00,video,public speaking,positive,75,2021,February,27,Saturday,Afternoon
6434,6434,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,like,2020-07-10 09:55:00,video,public speaking,positive,50,2020,July,10,Friday,Morning
6435,6435,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,2020-11-30 01:52:00,video,public speaking,positive,45,2020,November,30,Monday,Night
6436,6436,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,2020-11-24 21:53:00,video,public speaking,negative,12,2020,November,24,Tuesday,Night
6437,6437,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,2020-10-15 13:06:00,video,public speaking,neutral,20,2020,October,15,Thursday,Afternoon
6438,6438,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,2021-04-17 06:16:00,video,public speaking,positive,60,2021,April,17,Saturday,Morning
6439,6439,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,2020-06-25 01:11:00,video,public speaking,negative,0,2020,June,25,Thursday,Night
6440,6440,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,2020-12-05 14:33:00,video,public speaking,positive,60,2020,December,5,Saturday,Afternoon
6441,6441,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,2020-09-29 22:34:00,video,public speaking,positive,45,2020,September,29,Tuesday,Night
6442,6442,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,2020-09-03 20:33:00,video,public speaking,positive,60,2020,September,3,Thursday,Evening
6443,6443,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,2021-05-08 06:59:00,video,public speaking,negative,12,2021,May,8,Saturday,Morning
6444,6444,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,2020-11-01 08:14:00,video,public speaking,positive,30,2020,November,1,Sunday,Morning
6445,6445,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,2020-06-26 15:16:00,video,public speaking,negative,15,2020,June,26,Friday,Afternoon
6446,6446,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,heart,2021-02-22 07:32:00,video,public speaking,positive,60,2021,February,22,Monday,Morning
6447,6447,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,peeking,2020-08-25 03:22:00,video,public speaking,neutral,35,2020,August,25,Tuesday,Night
6448,6448,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,2020-08-24 10:30:00,video,public speaking,positive,30,2020,August,24,Monday,Morning
6449,6449,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,peeking,2020-12-23 16:36:00,video,public speaking,neutral,35,2020,December,23,Wednesday,Afternoon
6450,6450,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,want,2021-02-03 22:00:00,video,public speaking,positive,70,2021,February,3,Wednesday,Night
6451,6451,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,scared,2020-10-26 23:14:00,video,public speaking,negative,15,2020,October,26,Monday,Night
6452,6452,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,worried,2020-07-13 02:51:00,video,public speaking,negative,12,2020,July,13,Monday,Night
6453,6453,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,peeking,2020-11-08 15:33:00,video,public speaking,neutral,35,2020,November,8,Sunday,Afternoon
6454,6454,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,2021-03-05 12:20:00,video,public speaking,positive,72,2021,March,5,Friday,Afternoon
6455,6455,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,love,2021-06-01 13:49:00,video,public speaking,positive,65,2021,June,1,Tuesday,Afternoon
6456,6456,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,want,2020-12-25 19:42:00,video,public speaking,positive,70,2020,December,25,Friday,Evening
6457,6457,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,intrigued,2021-06-18 03:01:00,video,public speaking,positive,45,2021,June,18,Friday,Night
6458,6458,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,indifferent,2020-09-14 05:11:00,video,public speaking,neutral,20,2020,September,14,Monday,Morning
6459,6459,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,interested,2020-08-03 19:18:00,video,public speaking,positive,30,2020,August,3,Monday,Evening
6460,6460,19179d57-4950-4a98-87fa-98f824551a6f,cherish,2020-06-25 09:34:00,photo,education,positive,70,2020,June,25,Thursday,Morning
6461,6461,19179d57-4950-4a98-87fa-98f824551a6f,cherish,2021-02-12 19:14:00,photo,education,positive,70,2021,February,12,Friday,Evening
6462,6462,19179d57-4950-4a98-87fa-98f824551a6f,worried,2020-08-15 09:12:00,photo,education,negative,12,2020,August,15,Saturday,Morning
6463,6463,19179d57-4950-4a98-87fa-98f824551a6f,intrigued,2021-04-09 15:16:00,photo,education,positive,45,2021,April,9,Friday,Afternoon
6464,6464,19179d57-4950-4a98-87fa-98f824551a6f,peeking,2021-01-28 17:31:00,photo,education,neutral,35,2021,January,28,Thursday,Evening
6465,6465,19179d57-4950-4a98-87fa-98f824551a6f,scared,2021-02-06 13:05:00,photo,education,negative,15,2021,February,6,Saturday,Afternoon
6466,6466,19179d57-4950-4a98-87fa-98f824551a6f,intrigued,2021-04-14 00:16:00,photo,education,positive,45,2021,April,14,Wednesday,Night
6467,6467,19179d57-4950-4a98-87fa-98f824551a6f,indifferent,2020-07-18 03:00:00,photo,education,neutral,20,2020,July,18,Saturday,Night
6468,6468,19179d57-4950-4a98-87fa-98f824551a6f,want,2021-03-02 21:51:00,photo,education,positive,70,2021,March,2,Tuesday,Night
6469,6469,19179d57-4950-4a98-87fa-98f824551a6f,indifferent,2020-12-01 17:42:00,photo,education,neutral,20,2020,December,1,Tuesday,Evening
6470,6470,19179d57-4950-4a98-87fa-98f824551a6f,like,2021-03-20 15:42:00,photo,education,positive,50,2021,March,20,Saturday,Afternoon
6471,6471,19179d57-4950-4a98-87fa-98f824551a6f,want,2021-04-14 11:08:00,photo,education,positive,70,2021,April,14,Wednesday,Morning
6472,6472,19179d57-4950-4a98-87fa-98f824551a6f,want,2020-10-25 07:20:00,photo,education,positive,70,2020,October,25,Sunday,Morning
6473,6473,19179d57-4950-4a98-87fa-98f824551a6f,like,2021-02-13 20:42:00,photo,education,positive,50,2021,February,13,Saturday,Evening
6474,6474,19179d57-4950-4a98-87fa-98f824551a6f,cherish,2020-11-18 16:05:00,photo,education,positive,70,2020,November,18,Wednesday,Afternoon
6475,6475,19179d57-4950-4a98-87fa-98f824551a6f,love,2020-10-01 02:50:00,photo,education,positive,65,2020,October,1,Thursday,Night
6476,6476,19179d57-4950-4a98-87fa-98f824551a6f,dislike,2021-02-14 06:24:00,photo,education,negative,10,2021,February,14,Sunday,Morning
6477,6477,19179d57-4950-4a98-87fa-98f824551a6f,love,2021-02-26 08:15:00,photo,education,positive,65,2021,February,26,Friday,Morning
6478,6478,19179d57-4950-4a98-87fa-98f824551a6f,want,2021-03-18 02:19:00,photo,education,positive,70,2021,March,18,Thursday,Night
6479,6479,19179d57-4950-4a98-87fa-98f824551a6f,heart,2021-01-06 16:17:00,photo,education,positive,60,2021,January,6,Wednesday,Afternoon
6480,6480,19179d57-4950-4a98-87fa-98f824551a6f,like,2021-06-05 06:04:00,photo,education,positive,50,2021,June,5,Saturday,Morning
6481,6481,19179d57-4950-4a98-87fa-98f824551a6f,super love,2020-07-03 19:47:00,photo,education,positive,75,2020,July,3,Friday,Evening
6482,6482,19179d57-4950-4a98-87fa-98f824551a6f,interested,2021-01-05 04:21:00,photo,education,positive,30,2021,January,5,Tuesday,Night
6483,6483,19179d57-4950-4a98-87fa-98f824551a6f,scared,2020-12-09 20:01:00,photo,education,negative,15,2020,December,9,Wednesday,Evening
6484,6484,19179d57-4950-4a98-87fa-98f824551a6f,peeking,2021-03-24 05:46:00,photo,education,neutral,35,2021,March,24,Wednesday,Morning
6485,6485,19179d57-4950-4a98-87fa-98f824551a6f,indifferent,2020-09-25 08:55:00,photo,education,neutral,20,2020,September,25,Friday,Morning
6486,6486,19179d57-4950-4a98-87fa-98f824551a6f,worried,2021-03-24 16:19:00,photo,education,negative,12,2021,March,24,Wednesday,Afternoon
6487,6487,19179d57-4950-4a98-87fa-98f824551a6f,like,2021-06-14 05:12:00,photo,education,positive,50,2021,June,14,Monday,Morning
6488,6488,19179d57-4950-4a98-87fa-98f824551a6f,super love,2021-05-17 01:43:00,photo,education,positive,75,2021,May,17,Monday,Night
6489,6489,19179d57-4950-4a98-87fa-98f824551a6f,disgust,2020-07-27 17:35:00,photo,education,negative,0,2020,July,27,Monday,Evening
6490,6490,19179d57-4950-4a98-87fa-98f824551a6f,worried,2020-06-24 06:36:00,photo,education,negative,12,2020,June,24,Wednesday,Morning
6491,6491,19179d57-4950-4a98-87fa-98f824551a6f,cherish,2020-12-27 10:01:00,photo,education,positive,70,2020,December,27,Sunday,Morning
6492,6492,19179d57-4950-4a98-87fa-98f824551a6f,adore,2020-06-18 15:31:00,photo,education,positive,72,2020,June,18,Thursday,Afternoon
6493,6493,19179d57-4950-4a98-87fa-98f824551a6f,interested,2021-05-29 14:25:00,photo,education,positive,30,2021,May,29,Saturday,Afternoon
6494,6494,19179d57-4950-4a98-87fa-98f824551a6f,hate,2020-12-12 20:01:00,photo,education,negative,5,2020,December,12,Saturday,Evening
6495,6495,19179d57-4950-4a98-87fa-98f824551a6f,worried,2020-08-12 21:06:00,photo,education,negative,12,2020,August,12,Wednesday,Night
6496,6496,19179d57-4950-4a98-87fa-98f824551a6f,adore,2020-09-12 17:59:00,photo,education,positive,72,2020,September,12,Saturday,Evening
6497,6497,19179d57-4950-4a98-87fa-98f824551a6f,want,2020-06-25 01:31:00,photo,education,positive,70,2020,June,25,Thursday,Night
6498,6498,19179d57-4950-4a98-87fa-98f824551a6f,super love,2020-12-20 08:39:00,photo,education,positive,75,2020,December,20,Sunday,Morning
6499,6499,19179d57-4950-4a98-87fa-98f824551a6f,want,2021-04-18 04:03:00,photo,education,positive,70,2021,April,18,Sunday,Night
6500,6500,19179d57-4950-4a98-87fa-98f824551a6f,hate,2021-02-12 07:57:00,photo,education,negative,5,2021,February,12,Friday,Morning
6501,6501,3926740f-e4f7-4229-9aad-e435149d0d2f,love,2020-09-30 10:41:00,photo,science,positive,65,2020,September,30,Wednesday,Morning
6502,6502,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,2020-12-14 22:57:00,photo,science,positive,75,2020,December,14,Monday,Night
6503,6503,3926740f-e4f7-4229-9aad-e435149d0d2f,interested,2020-08-20 11:22:00,photo,science,positive,30,2020,August,20,Thursday,Morning
6504,6504,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,2020-06-20 12:58:00,photo,science,positive,75,2020,June,20,Saturday,Afternoon
6505,6505,3926740f-e4f7-4229-9aad-e435149d0d2f,want,2021-04-26 08:49:00,photo,science,positive,70,2021,April,26,Monday,Morning
